,s_property_type,s_places,d_currency,c_price_aprox_local_currency,c_surface_total_in_m2,c_surface_covered_in_m2,c_price_per_m2,c_latitud,c_longitud
13004,house,Cuauhtemoc,0,2725768.82,300.0,300.0,9166.666667,19.43746,-99.16809
13005,apartment,VenustianoCarranza,0,604481.67,69.0,69.0,8840.57971,19.421296,-99.06582
13006,apartment,BenitoJuarez,0,1809355.5,85.0,85.0,21480.85882,19.365865,-99.148341
13007,apartment,Cuauhtemoc,0,563971.55,43.0,43.0,13235.34884,19.448539,-99.127649
13008,apartment,BenitoJuarez,0,1878302.57,400.0,61.0,31065.57377,19.3644396155,-99.1435929861
13009,apartment,AlvaroObregon,0,4355338.76,94.0,94.0,46333.39106382978,19.340691,-99.1906718
13010,apartment,Cuauhtemoc,0,772943.77,70.0,70.0,11142.85714,19.417636,-99.153292
13011,apartment,AlvaroObregon,0,3079838.83,71.0,71.0,43378.01169014085,19.3302402,-99.2491091
13013,apartment,Coyoacan,0,2180098.12,70.0,70.0,31428.57143,19.334256,-99.119556
13016,apartment,Cuauhtemoc,0,6441199.16,98.0,98.0,66326.53061,19.4397895,-99.1437054
13017,apartment,BenitoJuarez,0,3367186.06,62.0,62.0,54792.24194,19.394358,-99.177444
13018,apartment,MiguelHidalgo,0,879966.76,80.0,80.0,11100.0,19.451872,-99.173522
13022,apartment,MiguelHidalgo,0,4409744.04,119.0,119.0,37394.95798,19.400249,-99.177444
13023,apartment,Cuauhtemoc,0,2477971.72,65.0,65.0,38461.53846,19.4041631,-99.1627638
13025,apartment,Cuauhtemoc,0,3468337.99,92.0,92.0,38043.47826,19.41498,-99.177444
13027,apartment,Cuauhtemoc,0,520671.37,45.0,45.0,11673.33333,19.44365,-99.141269
13028,apartment,BenitoJuarez,0,2576479.55,81.0,81.0,32098.76543,19.367424,-99.185753
13029,apartment,BenitoJuarez,0,1412662.98,570.0,570.0,2500.980702,19.381001,-99.145132
13030,house,Iztacalco,0,2555579.35,199.0,199.0,12959.34171,19.384015,-99.130614
13033,apartment,VenustianoCarranza,0,682171.5,70.0,70.0,9834.271429,19.455139,-99.12884
13034,apartment,Iztacalco,0,2468426.03,254.0,254.0,9806.929134,19.396727,-99.115875
13035,apartment,Tlalpan,0,302240.74,60.0,60.0,5083.333333,19.296354,-99.138952
13038,house,Cuajimalpa,0,3452310.33,322.0,322.0,10816.77019,19.35735,-99.299792
13039,apartment,BenitoJuarez,0,12738858.8,280.0,280.0,45911.25,19.394358,-99.177444
13042,apartment,BenitoJuarez,0,3329604.42,81.0,81.0,41481.48148,19.394073,-99.153915
13043,apartment,GustavoAMadero,0,891858.25,60.0,60.0,15000.0,19.477074,-99.092469
13044,house,AlvaroObregon,0,3112332.58,110.0,110.0,28545.45455,19.535405,-99.243227
13047,apartment,BenitoJuarez,0,1457047.28,80.0,80.0,18375.0,19.395835,-99.135191
13048,apartment,Cuauhtemoc,0,5763762.31,107.0,107.0,54345.79439,19.4195256,-99.162549
13049,apartment,Coyoacan,0,1288239.68,90.0,90.0,14444.44444,19.358058,-99.164003
13051,apartment,BenitoJuarez,0,4824755.47,108.0,108.0,45081.48148,19.364799,-99.166581
13052,house,Iztacalco,0,751239.89,90.0,90.0,8423.311111,19.395901,-99.097612
13053,apartment,VenustianoCarranza,0,529169.24,69.0,69.0,7739.130435,19.44447,-99.09747
13055,apartment,Iztacalco,0,913971.03,66.0,66.0,13971.15152,19.395901,-99.097612
13056,house,GustavoAMadero,0,11792349.25,526.0,526.0,22623.57414,19.492943,-99.122647
13057,apartment,GustavoAMadero,0,2378288.93,104.0,104.0,23076.92308,19.492967,-99.139098
13058,apartment,Coyoacan,0,1040501.26,59.0,59.0,17635.614576271186,19.3354179,-99.1193297
13060,house,AlvaroObregon,0,1505739.48,90.0,90.0,16879.16667,19.34016,-99.194081
13062,apartment,AlvaroObregon,0,5897572.94,144.0,144.0,41319.44444,19.349539,-99.204445
13063,apartment,VenustianoCarranza,0,1089316.28,50.0,50.0,21980.0,19.449031,-99.10428
13065,apartment,BenitoJuarez,0,1208963.54,60.0,60.0,20333.33333,19.378484,-99.188099
13066,apartment,AlvaroObregon,0,1486430.48,70.0,70.0,21428.57143,19.360367,-99.192614
13067,apartment,BenitoJuarez,0,2675574.95,89.0,89.0,30337.07865,19.367424,-99.185753
13068,apartment,Xochimilco,0,891858.25,62.0,62.0,14516.12903,19.254105,-99.115016
13069,apartment,AlvaroObregon,0,3620337.38,160.0,160.0,22833.66875,19.36384,-99.265934
13070,apartment,AlvaroObregon,0,10900491.0,320.0,320.0,34375.0,19.390806,-99.195413
13071,house,Iztapalapa,0,1529041.52,120.0,120.0,12858.33333,19.319557,-99.092189
13072,house,BenitoJuarez,0,9864944.27,360.0,240.0,41479.16667,19.381729,-99.164986
13073,apartment,GustavoAMadero,0,455946.62,48.0,48.0,9583.333333,19.4674899832,-99.1312949359
13076,apartment,Tlalpan,0,921032.87,60.0,60.0,15490.68333,19.27362,-99.155521
13077,apartment,BenitoJuarez,0,2423211.71,95.0,95.0,25740.34737,19.395268,-99.175265
13079,house,VenustianoCarranza,0,1803535.77,210.0,210.0,8666.666667,19.431716,-99.100932
13080,apartment,Iztapalapa,0,347329.23,44.0,44.0,7965.909091,19.348307,-99.081579
13081,apartment,BenitoJuarez,0,1996197.82,60.0,60.0,33573.68333,19.39867,-99.154329
13082,apartment,Coyoacan,0,1129955.05,75.0,75.0,15200.0,19.336697,-99.152534
13086,apartment,AlvaroObregon,0,11098681.62,205.0,205.0,54634.14634,19.351912,-99.190111
13087,apartment,VenustianoCarranza,0,769485.45,68.0,68.0,11419.26471,19.414261,-99.104118
13088,apartment,AlvaroObregon,0,6482374.16,137.0,137.0,47737.22628,19.358585,-99.185753
13089,house,Coyoacan,0,4768469.35,354.0,354.0,13593.22034,19.353813,-99.163605
13093,apartment,Cuajimalpa,0,11200432.59,405.0,405.0,27901.23457,19.35735,-99.299792
13094,apartment,MiguelHidalgo,0,5747531.52,120.0,120.0,48333.33333,19.407269,-99.190754
13095,house,Azcapotzalco,0,1169325.38,86.0,86.0,13720.93023,19.470052,-99.159041
13096,apartment,AlvaroObregon,0,1719304.54,90.0,90.0,19277.77778,19.377404,-99.193301
13098,apartment,VenustianoCarranza,0,609436.4,43.0,43.0,14302.32558,19.422817,-99.058911
13099,house,GustavoAMadero,0,4310648.64,400.0,400.0,10875.0,19.508795,-99.125714
13101,apartment,AlvaroObregon,0,1238692.07,60.0,60.0,20833.33333,19.335103,-99.235722
13102,apartment,GustavoAMadero,0,429191.91,51.0,51.0,8492.352941,19.507822,-99.103183
13104,house,Iztapalapa,0,1461656.68,193.0,193.0,7642.487047,19.321633,-99.078188
13105,apartment,BenitoJuarez,0,1020682.18,48.0,48.0,21458.33333,19.401083,-99.145033
13106,apartment,Coyoacan,0,1241333.91,75.0,75.0,16702.21333,19.304032,-99.112841
13107,house,Tlalpan,0,4757705.81,500.0,500.0,9600.0,19.2536688,-99.1726141
13108,apartment,Cuauhtemoc,0,673379.84,75.0,75.0,9058.213333,19.414009,-99.142481
13109,apartment,GustavoAMadero,0,1679912.02,82.0,82.0,20121.95122,19.527662,-99.156247
13110,apartment,Cuauhtemoc,0,391922.11,40.0,40.0,9887.5,19.455341,-99.134129
13111,apartment,Cuauhtemoc,0,17837166.99,300.0,300.0,60000.0,19.409369,-99.171906
13112,apartment,VenustianoCarranza,0,457251.75,75.0,75.0,6152.346667,19.435768,-99.086264
13113,apartment,GustavoAMadero,0,1376345.46,70.0,70.0,19841.57143,19.480154,-99.11643
13114,apartment,VenustianoCarranza,0,708699.76,50.0,50.0,14300.0,19.425951,-99.061943
13117,apartment,Azcapotzalco,0,1338104.77,64.0,64.0,21093.75,19.4746093,-99.1889207
13118,house,Cuauhtemoc,0,11395967.83,280.0,280.0,41071.42857,19.426224,-99.160142
13119,apartment,GustavoAMadero,0,670233.37,50.0,50.0,13527.04,19.469681,-99.086136
13120,apartment,BenitoJuarez,0,2269283.89,80.0,80.0,28625.0,19.367931,-99.170262
13123,house,AlvaroObregon,0,1187856.08,130.0,130.0,9220.769231,19.35667,-99.235854
13124,apartment,Tlahuac,0,277532.77,48.0,48.0,5833.333333,19.270566,-99.004846
13125,house,BenitoJuarez,0,1694530.74,100.0,100.0,17100.0,19.379636,-99.187916
13127,house,Cuajimalpa,0,4112457.83,261.0,285.0,14561.40351,19.3650321,-99.2904152
13130,apartment,Cuauhtemoc,0,730307.72,70.0,70.0,10525.71429,19.448187,-99.161176
13132,apartment,Cuauhtemoc,0,1181028.97,47.0,47.0,24680.85106,19.552402,-99.142799
13133,apartment,MiguelHidalgo,0,1037198.49,75.0,75.0,13955.56,19.454332,-99.200287
13134,apartment,MiguelHidalgo,0,896812.97,60.0,60.0,15083.33333,19.457982,-99.19269
13135,house,GustavoAMadero,0,1090307.49,340.0,146.0,7534.246575,19.5531095057,-99.1433930397
13136,apartment,Iztapalapa,0,523223.5,44.0,44.0,12000.0,19.346609,-99.072311
13137,apartment,MiguelHidalgo,0,7432152.81,150.0,150.0,50000.0,19.438039,-99.211684
13139,apartment,MiguelHidalgo,0,5859839.33,140.0,140.0,42238.09286,19.425295,-99.225453
13140,house,Tlalpan,0,1784139.7,100.0,100.0,18000.0,19.296933,-99.231038
13141,house,Xochimilco,0,297356.55,200.0,200.0,1500.0,19.241017,-99.107524
13142,house,AlvaroObregon,0,7878082.04,280.0,280.0,28392.85714,19.36219,-99.203242
13143,apartment,Tlalpan,0,1119941.41,70.0,70.0,15714.28571,19.292125,-99.12219
13144,apartment,Cuauhtemoc,0,4460349.25,173.0,173.0,26011.56069,19.412709,-99.1775769
13145,house,Coyoacan,0,17341690.16,450.0,450.0,38888.88889,19.306121,-99.194235
13146,house,Iztapalapa,0,1476521.04,160.0,160.0,9312.5,19.317849,-99.087183
13147,house,Coyoacan,0,12386921.49,400.0,400.0,31250.0,19.337952,-99.177082
13148,apartment,BenitoJuarez,0,2923313.36,75.0,75.0,39333.33333,19.3807458,-99.1553016
13149,apartment,Cuauhtemoc,0,1387335.08,60.0,60.0,23333.33333,19.423992,-99.160057
13150,apartment,BenitoJuarez,0,1238692.07,60.0,60.0,20833.33333,19.384808,-99.137496
13151,apartment,MiguelHidalgo,0,7825427.64,182.0,182.0,42996.85516483517,19.407269,-99.190754
13152,apartment,BenitoJuarez,0,5717802.99,107.0,107.0,53925.23364,19.394358,-99.177444
13153,apartment,BenitoJuarez,0,1290221.72,70.0,70.0,18600.0,19.364323,-99.161015
13155,house,Iztapalapa,0,901767.88,80.0,80.0,11375.0,19.350107,-99.061256
13156,apartment,Coyoacan,0,896812.97,50.0,50.0,18100.0,19.305233,-99.12269
13158,apartment,Tlahuac,0,738260.52,50.0,50.0,14900.0,19.297083,-99.051064
13159,house,AlvaroObregon,0,2289102.97,225.0,225.0,10266.66667,19.368007,-99.219814
13160,apartment,Cuauhtemoc,0,692610.22,60.0,60.0,11648.88333,19.410966,-99.147629
13162,apartment,AlvaroObregon,0,6688937.57,148.0,148.0,45608.10811,19.372908,-99.253217
13163,apartment,Coyoacan,0,1436882.88,70.0,70.0,20714.28571,19.306987,-99.126391
13167,apartment,Cuauhtemoc,0,1397244.71,75.0,75.0,18800.0,19.440749,-99.141649
13169,house,Coyoacan,0,2477384.14,100.0,100.0,25000.0,19.328833,-99.133163
13170,apartment,Azcapotzalco,0,1940039.59,68.0,68.0,28790.44118,19.468653,-99.159501
13171,house,BenitoJuarez,0,1387664.04,85.0,85.0,16470.58824,19.3753744,-99.1376595
13175,house,Tlalpan,0,1839388.54,124.0,124.0,14965.64516,19.288275,-99.167125
13176,house,Tlalpan,0,2238282.4,90.0,90.0,25090.88889,19.29625,-99.128215
13177,apartment,BenitoJuarez,0,5029387.44,98.0,98.0,51788.77551,19.371992,-99.157853
13179,house,Tlalpan,0,807897.67,70.0,70.0,11646.75714,19.30355,-99.134924
13180,apartment,Cuajimalpa,0,16350736.5,305.0,305.0,54098.36066,19.35735,-99.299792
13181,house,Coyoacan,0,1855154.39,193.0,193.0,9699.948187,19.350214,-99.162146
13183,apartment,MiguelHidalgo,0,716445.67,68.0,68.0,10632.14706,19.445744,-99.174986
13187,apartment,AlvaroObregon,0,7043698.98,100.0,100.0,71080.0,19.366355,-99.253171
13190,apartment,BenitoJuarez,0,4340377.16,85.0,85.0,51529.41176,19.3873663,-99.175468
13191,apartment,GustavoAMadero,0,3765624.01,144.0,144.0,26388.88889,19.487341,-99.122698
13192,apartment,BenitoJuarez,0,2643698.49,61.0,61.0,43724.59016,19.364891,-99.148384
13193,apartment,Coyoacan,0,1467271.39,198.0,198.0,7478.111111,19.353003,-99.127294
13194,house,BenitoJuarez,0,1456701.96,67.0,67.0,21940.29851,19.395835,-99.135191
13197,apartment,BenitoJuarez,0,1349484.67,70.0,70.0,19454.34286,19.382013,-99.188522
13202,apartment,BenitoJuarez,0,1968586.95,95.0,95.0,20911.13684,19.364891,-99.148384
13203,apartment,Coyoacan,0,3320482.11,95.0,95.0,35263.15789,19.3050879,-99.1816039
13204,apartment,Cuauhtemoc,0,835968.42,90.0,90.0,9373.333333,19.405526,-99.165735
13205,apartment,VenustianoCarranza,0,516980.39,67.0,67.0,7786.567164,19.422817,-99.058911
13206,house,AlvaroObregon,0,10407481.65,350.0,382.0,27486.91099,19.3605334,-99.2267067
13207,apartment,Cuauhtemoc,0,6243008.35,143.0,143.0,44055.94406,19.414995,-99.172242
13208,apartment,GustavoAMadero,0,743215.24,50.0,50.0,15000.0,19.459485,-99.120576
13209,apartment,MiguelHidalgo,0,10066824.92,289.0,289.0,35142.95848,19.407269,-99.190754
13211,house,Iztacalco,0,664810.88,85.0,85.0,7892.705882,19.386753,-99.094437
13212,apartment,Cuauhtemoc,0,1189426.4,60.0,60.0,20000.0,19.458254,-99.123602
13213,apartment,BenitoJuarez,0,1681648.42,174.0,174.0,9752.873563,19.368335,-99.178389
13214,apartment,MiguelHidalgo,0,753124.69,21.0,21.0,35863.08047619047,19.4518093,-99.1701793
13217,apartment,BenitoJuarez,0,2300568.44,110.0,110.0,21105.18182,19.3644,-99.190088
13218,apartment,VenustianoCarranza,0,807428.96,59.0,59.0,13810.16949,19.427586,-99.066836
13219,apartment,VenustianoCarranza,0,1137614.81,69.0,69.0,16637.68116,19.413758,-99.125533
13220,house,MagdalenaContreras,0,646101.69,70.0,70.0,9314.285714,19.306255,-99.234777
13221,apartment,BenitoJuarez,0,3607926.97,85.0,85.0,42823.52941,19.371992,-99.157853
13222,apartment,BenitoJuarez,0,1773807.06,130.0,130.0,13769.23077,19.379821,-99.15314
13223,apartment,BenitoJuarez,0,2989373.33,75.0,75.0,40222.17333,19.395268,-99.175265
13225,apartment,AlvaroObregon,0,1635461.33,100.0,100.0,16500.0,19.387209,-99.222038
13226,apartment,Cuauhtemoc,0,921586.78,51.0,51.0,18235.29412,19.428767,-99.1459
13228,apartment,VenustianoCarranza,0,720594.07,62.0,62.0,11725.80645,19.431021,-99.090357
13229,apartment,Cuauhtemoc,0,4460349.25,71.0,71.0,63380.28169,19.4170429,-99.1554686
13230,house,MiguelHidalgo,0,1348016.66,150.0,150.0,9066.666667,19.396328,-99.187016
13231,apartment,BenitoJuarez,0,2223313.66,150.0,150.0,14957.4,19.403504,-99.154502
13233,apartment,Iztacalco,0,831409.99,51.0,51.0,16450.98039,19.419375,-99.067209
13234,apartment,BenitoJuarez,0,1635461.33,60.0,60.0,27500.0,19.3834049,-99.1697365
13235,apartment,MiguelHidalgo,0,6740083.34,135.0,135.0,50370.37037,19.420166,-99.220367
13236,house,BenitoJuarez,0,3150984.99,203.0,203.0,15663.7931,19.380273,-99.155793
13240,apartment,Azcapotzalco,0,667313.73,50.0,50.0,13464.92,19.474655,-99.189277
13242,house,AlvaroObregon,0,1505382.49,90.0,90.0,16879.16667,19.34016,-99.194081
13243,house,BenitoJuarez,0,5747531.52,280.0,280.0,20714.28571,19.384724,-99.145619
13244,house,GustavoAMadero,0,1184519.64,145.0,145.0,8243.675862,19.442884,-99.112741
13245,apartment,Azcapotzalco,0,624448.78,65.0,65.0,9692.307692,19.474706,-99.18843
13246,house,GustavoAMadero,0,2725122.75,220.0,220.0,12500.0,19.482945,-99.113471
13247,apartment,AlvaroObregon,0,881948.8,50.0,50.0,17800.0,19.363542,-99.224084
13249,apartment,VenustianoCarranza,0,929514.56,80.0,80.0,11725.0,19.425024,-99.110741
13250,house,Coyoacan,0,3433324.65,300.0,300.0,11548.89,19.301662,-99.163422
13251,apartment,Coyoacan,0,971035.45,65.0,65.0,15075.38462,19.323772,-99.116562
13252,apartment,GustavoAMadero,0,644272.56,58.0,58.0,11206.89655,19.4753714,-99.1048072
13254,house,BenitoJuarez,0,10942111.01,220.0,220.0,50190.90909,19.399118,-99.167617
13256,apartment,MagdalenaContreras,0,1645038.61,65.0,65.0,25539.32308,19.315926,-99.22144
13257,house,MagdalenaContreras,0,3839204.93,90.0,90.0,43037.04444,19.309974,-99.225402
13258,apartment,GustavoAMadero,0,847265.37,64.0,64.0,13359.375,19.517598,-99.137671
13259,apartment,BenitoJuarez,0,2990081.28,230.0,230.0,13115.92174,19.395268,-99.175265
13260,house,Coyoacan,0,2320179.31,198.0,198.0,11825.05051,19.328833,-99.133163
13261,house,Coyoacan,0,6936675.98,335.0,335.0,20895.52239,19.337609,-99.12694
13262,apartment,Tlahuac,0,598535.93,69.0,69.0,8753.623188,19.307737,-99.047271
13263,apartment,MiguelHidalgo,0,901272.28,65.0,65.0,13992.30769,19.4572866,-99.191537
13264,apartment,Iztacalco,0,939850.21,51.0,51.0,18596.66667,19.418702,-99.068102
13265,house,Iztapalapa,0,2957996.8,150.0,150.0,19900.0,19.365356,-99.071236
13266,apartment,BenitoJuarez,0,1466611.4,60.0,60.0,24666.66667,19.396593,-99.133163
13267,apartment,Tlahuac,0,557906.94,44.0,44.0,12795.45455,19.307147,-99.052653
13271,apartment,BenitoJuarez,0,3361314.99,90.0,90.0,37688.88889,19.371992,-99.157853
13273,apartment,Tlalpan,0,2428412.26,109.0,109.0,22477.06422,19.301081,-99.216217
13274,house,AlvaroObregon,0,2834799.62,300.0,300.0,9533.333333,19.365175,-99.230064
13275,apartment,Coyoacan,0,2727104.6,80.0,80.0,34400.0,19.34189,-99.166374
13276,apartment,Iztapalapa,0,545024.43,55.0,55.0,10000.0,19.375699,-99.052145
13278,apartment,BenitoJuarez,0,4928349.68,99.0,99.0,50235.75758,19.39912,-99.141464
13280,apartment,Cuauhtemoc,0,2972861.16,83.0,83.0,36144.57831,19.417364,-99.159454
13281,apartment,AlvaroObregon,0,1635073.49,80.0,80.0,20625.0,19.387209,-99.222038
13282,apartment,Iztapalapa,0,508061.97,70.0,70.0,7324.285714,19.326462,-99.050933
13283,apartment,MiguelHidalgo,0,11335214.49,270.0,270.0,42365.52593,19.420166,-99.220367
13284,house,Iztapalapa,0,7432152.81,563.0,563.0,13321.49201,19.355275,-99.119016
13285,apartment,BenitoJuarez,0,1889418.77,70.0,70.0,27238.1,19.396989,-99.146536
13289,house,Tlalpan,0,9810441.75,566.0,500.0,19800.0,19.2786845,-99.178303
13291,apartment,BenitoJuarez,0,2097519.02,130.0,130.0,16282.05385,19.364103,-99.172511
13292,house,Azcapotzalco,0,3834990.89,324.0,324.0,11944.44444,19.48026,-99.154569
13294,house,AlvaroObregon,0,700222.21,100.0,100.0,7064.47,19.338942,-99.240301
13296,apartment,Tlalpan,0,2471438.59,80.0,80.0,31175.0,19.270165,-99.152404
13297,house,Coyoacan,0,6718666.29,306.0,306.0,22156.86275,19.33893,-99.15605
13298,house,MiguelHidalgo,0,5649775.66,88.0,88.0,64772.72727,19.440935,-99.188522
13299,apartment,Tlalpan,0,1734168.9,75.0,75.0,23333.33333,19.2968406,-99.1199483
13300,store,Cuauhtemoc,0,1723268.43,136.0,136.0,12786.76471,19.409199,-99.144715
13301,apartment,AlvaroObregon,0,1238985.86,66.0,66.0,18939.39394,19.368091,-99.21933
13302,apartment,MagdalenaContreras,0,594572.23,57.0,57.0,10526.31579,19.306198,-99.235825
13303,apartment,Tlahuac,0,1564502.12,126.0,126.0,12527.06349,19.2990233,-99.0436467
13304,apartment,BenitoJuarez,0,1671837.91,90.0,90.0,18741.11111,19.390271,-99.151588
13305,apartment,Cuauhtemoc,0,4241281.95,75.0,75.0,57066.66667,19.405298,-99.164986
13306,apartment,BenitoJuarez,0,1102931.38,79.0,79.0,14088.60759,19.365843,-99.149901
13307,apartment,MiguelHidalgo,0,16102998.08,165.0,165.0,98484.84848,19.428222,-99.19371
13309,apartment,Xochimilco,0,743391.47,55.0,55.0,13636.36364,19.263462,-99.104913
13310,apartment,Tlalpan,0,1536342.41,62.0,62.0,25000.0,19.2895752661,-99.1225358845
13311,apartment,MiguelHidalgo,0,1312683.58,80.0,80.0,16554.4125,19.404403,-99.175446
13312,apartment,Cuauhtemoc,0,649074.56,170.0,170.0,3852.941176,19.448187,-99.161176
13313,apartment,Cuauhtemoc,0,6564523.29,163.0,163.0,40640.79755,19.407187,-99.172405
13314,apartment,GustavoAMadero,0,677812.25,74.0,74.0,9243.243243,19.506042,-99.153915
13316,house,BenitoJuarez,0,4262111.42,300.0,147.0,29251.70068,19.3794059,-99.1591446
13317,apartment,Azcapotzalco,0,895822.14,70.0,70.0,12914.28571,19.49662,-99.185876
13318,house,Tlalpan,0,3270147.18,400.0,400.0,8250.0,19.228866,-99.174623
13325,house,GustavoAMadero,0,2026767.84,150.0,150.0,13635.13333,19.448556,-99.063479
13326,apartment,MiguelHidalgo,0,712826.53,50.0,50.0,14386.68,19.456747,-99.189193
13327,apartment,AlvaroObregon,0,1119486.24,65.0,65.0,17380.09231,19.360107,-99.228537
13328,apartment,VenustianoCarranza,0,1139596.67,50.0,50.0,23000.0,19.406274,-99.118291
13330,house,Tlalpan,0,8819488.09,120.0,120.0,74166.66667,19.275882,-99.148657
13331,apartment,Azcapotzalco,0,563551.37,65.0,65.0,8749.169231,19.458968,-99.152898
13333,apartment,AlvaroObregon,0,1090307.49,63.0,63.0,17460.31746,19.390806,-99.195413
13335,apartment,AlvaroObregon,0,614391.12,70.0,70.0,8857.142857,19.395629,-99.192146
13338,house,Coyoacan,0,3072685.02,221.0,80.0,38750.0,19.350214,-99.162146
13340,apartment,BenitoJuarez,0,990953.65,60.0,60.0,16666.66667,19.389044,-99.179657
13341,apartment,BenitoJuarez,0,2540230.68,89.0,79.0,31582.27848,19.3638234,-99.1444714
13344,apartment,Iztacalco,0,1280312.08,61.0,61.0,21180.32787,19.400731,-99.125466
13346,house,BenitoJuarez,0,6095810.58,200.0,200.0,30750.0,19.3668017,-99.1724994
13348,apartment,GustavoAMadero,0,1124007.99,80.0,80.0,14175.0,19.522966,-99.145785
13351,house,MiguelHidalgo,0,6194929.5,120.0,120.0,52083.33333,19.4405129,-99.1968277
13353,apartment,BenitoJuarez,0,2676209.55,61.0,61.0,44262.29508,19.3750035,-99.1856794
13354,apartment,Cuauhtemoc,0,1103787.73,80.0,80.0,13920.0,19.450827,-99.156468
13355,apartment,BenitoJuarez,0,1932359.71,102.0,102.0,19117.64706,19.371992,-99.157853
13356,store,Cuauhtemoc,0,821830.44,30.0,30.0,27644.43333,19.424705,-99.153897
13357,house,MagdalenaContreras,0,5063773.52,238.0,238.0,21470.58824,19.323838,-99.234512
13359,house,Tlalpan,0,3864719.42,165.0,165.0,23636.36364,19.293056,-99.182048
13361,house,Iztacalco,0,1872902.46,146.0,146.0,12945.20548,19.393863,-99.095338
13362,store,MiguelHidalgo,0,1585525.89,60.0,60.0,26666.66667,19.461279,-99.194061
13366,apartment,Coyoacan,0,1387335.08,179.0,179.0,7821.22905,19.290997,-99.161003
13367,apartment,MiguelHidalgo,0,2478375.16,85.0,85.0,29423.52941,19.434723,-99.175887
13368,apartment,VenustianoCarranza,0,837355.73,50.0,50.0,16900.0,19.41973,-99.111403
13369,house,Xochimilco,0,3455283.76,219.0,219.0,15917.80822,19.255159,-99.125801
13370,apartment,AlvaroObregon,0,2378288.93,71.0,71.0,33802.8169,19.386852,-99.194748
13371,apartment,Cuauhtemoc,0,639316.71,65.0,65.0,9923.076923,19.446915,-99.128639
13372,house,Tlalpan,0,1605344.97,160.0,160.0,10125.0,19.282818,-99.219802
13373,apartment,BenitoJuarez,0,2259374.44,137.0,137.0,16642.33577,19.367931,-99.170262
13374,house,MiguelHidalgo,0,7334048.43,500.0,500.0,14802.0,19.397684,-99.253122
13375,apartment,Cuauhtemoc,0,961886.06,66.0,66.0,14707.07576,19.445845,-99.149765
13376,apartment,MiguelHidalgo,1,11781249.42,161.0,161.0,73175.46223602485,19.4339975,-99.1909529
13379,store,Cuauhtemoc,0,843315.39,14.0,14.0,60786.71429,19.443334,-99.164903
13380,apartment,Cuajimalpa,0,4351318.45,124.0,75.0,58533.33333,19.35735,-99.299792
13381,apartment,Cuauhtemoc,0,1184207.79,42.0,42.0,28446.07143,19.413992,-99.138695
13382,house,Tlalpan,0,3468337.99,205.0,205.0,17073.17073,19.2810749,-99.179848
13383,apartment,BenitoJuarez,0,2371668.52,60.0,60.0,39527.80866666666,19.3699084,-99.1452148
13384,apartment,VenustianoCarranza,0,675041.57,60.0,60.0,11353.4,19.412707,-99.12607
13385,apartment,MiguelHidalgo,0,591351.46,582.0,582.0,1025.343643,19.443206,-99.169898
13386,house,GustavoAMadero,0,2842055.19,180.0,180.0,15933.33333,19.45624,-99.085806
13387,apartment,GustavoAMadero,0,1999647.49,65.0,65.0,31044.64615,19.482945,-99.113471
13388,house,Cuajimalpa,0,4360196.25,340.0,340.0,12941.17647,19.359669,-99.299506
13391,house,GustavoAMadero,0,1585525.89,195.0,195.0,8205.128205,19.551146,-99.151158
13394,apartment,AlvaroObregon,0,1841191.9,65.0,65.0,28584.61538,19.390806,-99.195413
13395,apartment,BenitoJuarez,0,1818730.97,97.0,97.0,18920.96907,19.371132,-99.173156
13397,house,GustavoAMadero,0,1430276.2,297.0,297.0,4859.707071,19.488822,-99.092722
13398,apartment,MiguelHidalgo,0,2540145.29,80.0,80.0,32041.675,19.432657,-99.177444
13399,apartment,AlvaroObregon,0,12885453.38,260.0,260.0,50000.0,19.390806,-99.195413
13400,house,MagdalenaContreras,0,2554868.2,300.0,300.0,8591.933333,19.330778,-99.226383
13401,apartment,Iztapalapa,0,594713.1,52.0,52.0,11538.46154,19.359004,-99.092622
13402,house,AlvaroObregon,0,2477384.14,160.0,160.0,15625.0,19.330009,-99.296162
13403,apartment,Cuauhtemoc,0,12862579.23,241.0,241.0,53858.92116,19.415782,-99.160052
13404,house,Coyoacan,0,1904613.03,95.0,95.0,20231.57895,19.358008,-99.127094
13405,apartment,BenitoJuarez,0,1458287.33,75.0,75.0,19621.33333,19.396705,-99.181902
13406,apartment,Tlalpan,0,7929509.74,193.0,193.0,41450.7772,19.301081,-99.216217
13407,apartment,BenitoJuarez,0,2269822.19,120.0,120.0,19083.33333,19.367931,-99.170262
13408,apartment,AlvaroObregon,0,5004316.27,140.0,140.0,36071.42857,19.358585,-99.185753
13409,apartment,BenitoJuarez,0,2576479.55,80.0,80.0,32500.0,19.394358,-99.177444
13411,house,Azcapotzalco,0,3936216.73,330.0,330.0,12036.81818,19.474331,-99.147235
13412,apartment,Cuauhtemoc,0,862129.72,70.0,70.0,12428.57143,19.407816,-99.129707
13413,store,Cuauhtemoc,0,1189426.4,48.0,48.0,25000.0,19.4356338,-99.1495107
13414,apartment,BenitoJuarez,0,2132979.25,79.0,64.0,32734.375,19.3638234,-99.1444714
13416,apartment,VenustianoCarranza,0,1566696.13,61.0,61.0,25683.54311475409,19.4182972,-99.1260675
13417,apartment,Tlahuac,0,351784.59,48.0,48.0,7394.0,19.298187,-99.053658
