,s_property_type,s_places,d_currency,c_price_aprox_local_currency,c_surface_total_in_m2,c_surface_covered_in_m2,c_price_per_m2,c_latitud,c_longitud
1,house,Iztapalapa,0,1498321.97,80.0,80.0,18900.0,19.31033,-99.068557
2,apartment,Tlalpan,0,918284.0,100.0,100.0,9266.67,19.279771,-99.234597
4,apartment,MiguelHidalgo,0,4376051.62,87.0,87.0,50758.62069,19.432657,-99.177444
5,apartment,BenitoJuarez,0,3122244.47,100.0,100.0,31500.0,19.367025,-99.170349
6,house,AlvaroObregon,0,2067789.37,205.0,205.0,10178.85854,19.340909,-99.22511
7,house,GustavoAMadero,0,1585525.89,144.0,144.0,11111.11111,19.509359,-99.093272
8,house,MiguelHidalgo,0,4359347.04,304.0,304.0,14467.43421,19.432901,-99.213075
10,apartment,BenitoJuarez,0,3243466.76,83.0,83.0,39425.3012,19.3794059,-99.1591446
11,apartment,BenitoJuarez,0,1248601.52,103.0,103.0,12233.00971,19.36269,-99.150565
12,house,Cuauhtemoc,0,4845723.38,530.0,530.0,9224.150943,19.452952,-99.158166
13,house,AlvaroObregon,0,700222.21,90.0,90.0,7849.411111,19.342911,-99.224472
14,house,GustavoAMadero,0,2209826.65,120.0,120.0,18583.33333,19.491083,-99.07564
16,apartment,Iztacalco,0,1333148.73,56.0,56.0,24017.85714,19.4024128,-99.0953907
17,apartment,BenitoJuarez,0,1283284.95,80.0,80.0,16187.5,19.35782,-99.149406
18,apartment,Azcapotzalco,0,455838.66,60.0,60.0,7666.666667,19.504985,-99.208557
19,apartment,BenitoJuarez,0,4855673.26,120.0,120.0,40833.33333,19.376792,-99.153132
20,house,VenustianoCarranza,0,1684621.29,220.0,220.0,7727.272727,19.433895,-99.091159
21,apartment,Coyoacan,0,1770635.95,50.0,50.0,35736.0,19.354219,-99.126244
22,apartment,Cuauhtemoc,0,656035.96,16.0,16.0,41376.5625,19.439716,-99.152892
23,house,GustavoAMadero,0,700108.79,90.0,90.0,7850.0,19.543273,-99.148777
24,house,Tlalpan,0,2477971.72,331.0,150.0,16666.66667,19.2690778853,-99.2035388947
26,apartment,BenitoJuarez,0,2674583.93,90.0,90.0,29988.88889,19.367728,-99.156645
27,apartment,BenitoJuarez,0,1436882.88,90.0,90.0,16111.11111,19.400785,-99.147419
29,apartment,Tlalpan,0,2810709.32,87.0,87.0,32307.00367816092,19.2745241,-99.1515694
30,apartment,AlvaroObregon,0,4182816.29,80.0,80.0,52285.203625,19.376482,-99.2587951
32,apartment,Iztacalco,0,2468426.03,254.0,254.0,9806.929134,19.395901,-99.097612
33,apartment,BenitoJuarez,0,4855673.26,190.0,190.0,25789.47368,19.375658,-99.186109
35,apartment,BenitoJuarez,0,1755044.45,114.0,114.0,15535.66667,19.39177,-99.159996
36,apartment,AlvaroObregon,0,754287.05,65.0,65.0,11710.35385,19.366632,-99.1979
37,apartment,Iztacalco,0,1280312.08,80.0,80.0,16150.0,19.400731,-99.125466
38,apartment,Cuajimalpa,0,3701212.05,83.0,83.0,45000.0,19.35735,-99.299792
40,house,GustavoAMadero,0,2190007.57,445.0,445.0,4966.292135,19.469479,-99.104805
41,apartment,Iztapalapa,0,741233.2,61.0,61.0,12262.29508,19.337163,-99.080899
42,house,Xochimilco,0,3716076.4,124.0,124.0,30241.93548,19.279143,-99.130161
43,house,AlvaroObregon,0,940415.03,60.0,60.0,15816.66667,19.361606,-99.201739
44,apartment,Cuajimalpa,0,10407481.65,320.0,320.0,32812.5,19.390415,-99.254997
45,apartment,Cuauhtemoc,0,733305.6,35.0,35.0,20951.58857142857,19.4517419505,-99.1570790112
46,house,Iztapalapa,0,3319694.98,200.0,200.0,16750.0,19.374413,-99.105499
48,apartment,Cuauhtemoc,0,842510.39,55.0,55.0,15454.54545,19.435666,-99.14973
49,house,VenustianoCarranza,0,3815171.81,200.0,200.0,19250.0,19.412011,-99.106233
50,apartment,Cuauhtemoc,0,3894448.13,180.0,180.0,21833.33333,19.41498,-99.177444
51,apartment,BenitoJuarez,0,4637663.38,120.0,120.0,39000.0,19.393401,-99.165187
52,house,Xochimilco,0,2694072.17,90.0,90.0,30207.4,19.276603,-99.137819
53,apartment,Cuauhtemoc,0,2107427.53,112.0,112.0,18988.08929,19.431629,-99.162762
54,apartment,Tlahuac,0,1004371.45,60.0,60.0,16888.33333,19.2990233,-99.0436467
55,apartment,MiguelHidalgo,0,674244.85,65.0,65.0,10467.69231,19.453854,-99.193979
58,apartment,Azcapotzalco,0,563551.37,60.0,60.0,9478.266667,19.458968,-99.152898
59,house,Iztapalapa,0,1327173.27,131.0,131.0,10223.58015,19.345087,-99.10273
60,apartment,BenitoJuarez,0,3171051.78,90.0,90.0,35555.55556,19.394073,-99.153915
61,house,Coyoacan,0,983026.06,70.0,70.0,14171.42857,19.346749,-99.145944
62,apartment,Iztapalapa,0,676821.23,65.0,65.0,10507.69231,19.332034,-99.062028
64,house,AlvaroObregon,0,3846221.26,287.0,287.0,13523.80836,19.3398,-99.215945
65,apartment,BenitoJuarez,0,9265417.31,159.0,159.0,58805.03145,19.3753948137,-99.1657587614
66,apartment,Tlahuac,0,319126.64,50.0,50.0,6440.8,19.305214,-99.046887
67,apartment,BenitoJuarez,0,2328741.13,147.0,147.0,15986.39456,19.387245,-99.147388
68,apartment,Cuajimalpa,0,1690963.33,47.0,47.0,36306.38298,19.35735,-99.299792
69,apartment,BenitoJuarez,0,1989834.91,63.0,63.0,31873.01587,19.366081,-99.139389
71,apartment,BenitoJuarez,0,699613.19,64.0,64.0,11031.25,19.370272,-99.149127
72,house,Iztapalapa,0,1451449.87,208.0,208.0,7041.826923,19.366935,-99.077541
73,apartment,BenitoJuarez,0,1501294.84,70.0,70.0,21642.85714,19.386715,-99.143999
74,house,Cuajimalpa,0,7134866.79,420.0,420.0,17142.85714,19.367827,-99.289665
75,apartment,Azcapotzalco,0,563684.91,70.0,70.0,8124.228571,19.458968,-99.152898
76,house,AlvaroObregon,0,15461553.0,658.0,530.0,29432.07547,19.3641188,-99.2640457
77,apartment,MiguelHidalgo,0,1283284.95,70.0,70.0,18500.0,19.445471,-99.17317
78,house,GustavoAMadero,0,3666528.8,160.0,160.0,23125.0,19.482945,-99.113471
79,apartment,MiguelHidalgo,0,986328.83,70.0,70.0,14219.04286,19.443903,-99.171681
80,apartment,Coyoacan,0,1109528.27,100.0,100.0,11196.57,19.314831,-99.140445
81,house,Azcapotzalco,0,5450245.5,310.0,310.0,17741.93548,19.464928,-99.180214
82,apartment,Coyoacan,0,1178243.81,86.0,86.0,13825.5814,19.317741,-99.119331
83,house,AlvaroObregon,0,3032318.4,200.0,200.0,15300.0,19.367477,-99.222025
84,apartment,Coyoacan,0,2019051.28,80.0,80.0,25462.5,19.305984,-99.127341
85,apartment,BenitoJuarez,0,1447135.39,60.0,60.0,24333.33333,19.365843,-99.149901
87,house,Iztapalapa,0,3536713.85,250.0,250.0,14276.0,19.383751,-99.071318
89,apartment,BenitoJuarez,0,1486430.48,80.0,80.0,18750.0,19.365843,-99.149901
90,apartment,BenitoJuarez,0,1290221.72,90.0,90.0,14466.66667,19.399841,-99.154813
91,apartment,MiguelHidalgo,0,12421168.57,247.0,247.0,49392.71255,19.407269,-99.190754
92,apartment,BenitoJuarez,0,2923313.36,73.0,73.0,40410.9589,19.394073,-99.153915
93,house,Iztapalapa,0,1164370.47,90.0,90.0,13055.55556,19.363498,-99.015615
96,apartment,Azcapotzalco,0,1050410.9,70.0,70.0,15142.85714,19.465454,-99.162665
97,apartment,Cuauhtemoc,0,2942488.44,52.0,52.0,57102.88462,19.405298,-99.164986
98,house,Coyoacan,0,3963814.82,160.0,160.0,24773.842625,19.3073868643,-99.104847014
100,apartment,AlvaroObregon,0,1163577.69,69.0,69.0,17017.3913,19.334546,-99.207876
101,apartment,BenitoJuarez,0,2973566.1,89.0,56.0,53571.42857,19.371992,-99.157853
104,apartment,Cuauhtemoc,0,2854623.41,80.0,80.0,35682.792625,19.4233932,-99.1682732
106,apartment,BenitoJuarez,0,2480945.34,69.0,69.0,36275.36232,19.403312,-99.151204
107,apartment,AlvaroObregon,0,696665.14,70.0,70.0,10043.21429,19.376392,-99.192439
108,house,Iztacalco,0,2378288.93,187.0,187.0,12834.2246,19.390301,-99.11161
109,house,Iztapalapa,0,2547246.44,250.0,250.0,10282.0,19.373264,-99.104161
110,apartment,VenustianoCarranza,0,777884.76,80.0,80.0,9810.0,19.416439,-99.125632
111,house,Tlalpan,0,2155324.32,150.0,150.0,14500.0,19.271242,-99.160156
112,apartment,BenitoJuarez,0,1714349.82,70.0,70.0,24714.28571,19.401456,-99.146787
113,house,Coyoacan,0,357471.52,65.0,65.0,5549.769231,19.326115,-99.109844
114,apartment,Iztacalco,0,891078.64,54.0,54.0,16648.14815,19.4045899,-99.0601489
115,apartment,Cuauhtemoc,0,4856824.72,84.0,84.0,58333.33333,19.4169673,-99.1658498
116,apartment,MiguelHidalgo,0,3716076.4,97.0,97.0,38659.79381,19.400249,-99.177444
117,apartment,Cuauhtemoc,0,1872010.56,62.0,62.0,30469.35484,19.4553585442,-99.1632923484
118,apartment,Cuauhtemoc,0,1496340.12,90.0,90.0,16777.77778,19.440749,-99.141649
119,apartment,Azcapotzalco,0,1450920.6,90.0,90.0,16268.51111,19.484532,-99.207027
120,apartment,Iztacalco,0,841319.62,46.0,46.0,18456.52174,19.410307,-99.065399
121,apartment,BenitoJuarez,0,3171051.78,97.0,97.0,32989.69072,19.379376,-99.165182
122,apartment,BenitoJuarez,0,990953.65,98.0,98.0,10204.08163,19.389044,-99.179657
123,house,Tlalpan,0,3996472.77,150.0,150.0,26880.0,19.274141,-99.166374
124,apartment,GustavoAMadero,0,2328741.13,110.0,110.0,21363.63636,19.478473,-99.120734
125,apartment,Azcapotzalco,0,2438616.06,98.0,98.0,25111.0,19.469769,-99.157379
127,apartment,MiguelHidalgo,0,1249935.41,85.0,85.0,14839.36471,19.452143,-99.181477
130,apartment,Cuajimalpa,0,2775328.27,65.0,65.0,43076.92308,19.3499358,-99.2906864
131,apartment,MiguelHidalgo,0,5331331.01,287.0,287.0,18745.6446,19.43475,-99.189814
132,apartment,BenitoJuarez,0,2910129.92,74.0,74.0,39675.67568,19.3807458,-99.1553016
133,apartment,Cuauhtemoc,0,1497661.04,351.0,351.0,4305.792023,19.445742,-99.159469
134,apartment,AlvaroObregon,0,1784139.7,64.0,64.0,28125.0,19.386551,-99.193708
135,apartment,Azcapotzalco,0,1436882.88,64.0,64.0,22656.25,19.466822,-99.157379
136,apartment,BenitoJuarez,0,2040262.75,63.0,63.0,32673.01587,19.370501,-99.139389
137,apartment,AlvaroObregon,0,3389865.35,150.0,150.0,22800.0,19.382986,-99.241837
140,house,Iztapalapa,0,505386.27,100.0,100.0,5100.0,19.383948,-99.067884
141,house,Xochimilco,0,7595905.45,371.0,368.0,20824.53804,19.2707122505,-99.1396721452
143,apartment,VenustianoCarranza,0,990953.65,10.0,10.0,100000.0,19.417028,-99.065176
144,apartment,Azcapotzalco,0,598535.93,75.0,75.0,8053.333333,19.462425,-99.17654
145,apartment,Coyoacan,0,1039211.75,302.0,302.0,3471.688742,19.306092,-99.113431
146,house,Tlalpan,0,3369242.59,80.0,80.0,42500.0,19.286214,-99.222026
147,apartment,Cuauhtemoc,0,2010975.1,105.0,105.0,19326.98095,19.408904,-99.174556
148,house,AlvaroObregon,0,2358469.85,250.0,250.0,9520.0,19.337902,-99.236776
150,apartment,Azcapotzalco,0,909219.25,49.0,49.0,18720.44898,19.484102,-99.18436
151,house,AlvaroObregon,0,2565579.08,290.0,290.0,8927.586207,19.353288,-99.244721
152,apartment,Azcapotzalco,0,1337787.47,75.0,75.0,18000.0,19.474885,-99.188231
153,apartment,Iztapalapa,0,577726.02,56.0,56.0,10410.71429,19.36994,-99.007399
154,apartment,AlvaroObregon,0,4240390.05,93.0,93.0,46011.82796,19.358585,-99.185753
155,apartment,AlvaroObregon,0,2664850.91,300.0,300.0,8963.926667,19.337013,-99.197613
156,apartment,BenitoJuarez,0,1032573.67,70.0,70.0,14885.71429,19.379525,-99.188914
157,apartment,Cuajimalpa,0,4360196.25,162.0,162.0,27160.49383,19.35735,-99.299792
159,apartment,BenitoJuarez,0,7828534.43,150.0,150.0,52666.66667,19.371992,-99.157853
160,apartment,BenitoJuarez,0,5167307.91,98.0,98.0,52727.63173469388,19.390283,-99.1770974
161,apartment,Cuauhtemoc,0,4014314.33,110.0,110.0,36818.18182,19.4124708,-99.1717827
162,apartment,Cuajimalpa,0,1689576.01,44.0,44.0,38750.0,19.3563182,-99.2882606
163,house,AlvaroObregon,0,10927180.26,307.0,307.0,35918.34853,19.371502,-99.232647
164,apartment,MiguelHidalgo,0,3295842.6,80.0,80.0,41574.125,19.428324,-99.176337
165,house,Xochimilco,0,4090965.92,176.0,176.0,23450.75568,19.272594,-99.137045
166,house,MagdalenaContreras,0,3780488.37,527.0,527.0,7173.602220113852,19.2981344924,-99.2395804077
167,apartment,Azcapotzalco,0,862129.72,70.0,70.0,12428.57143,19.480501,-99.178139
168,house,Azcapotzalco,0,2774670.35,110.0,110.0,25454.54545,19.472634,-99.197437
169,apartment,Tlalpan,0,2543381.66,64.0,64.0,40103.125,19.288275,-99.167125
171,house,AlvaroObregon,0,1501333.59,496.0,496.0,3053.790323,19.352528,-99.217276
172,apartment,Azcapotzalco,0,1050410.9,60.0,60.0,17666.66667,19.484102,-99.18436
173,apartment,Iztacalco,0,1853083.38,78.0,78.0,23974.35897,19.402752,-99.098587
174,apartment,Azcapotzalco,0,1417694.07,90.0,90.0,15895.95556,19.465454,-99.162665
175,apartment,Cuauhtemoc,0,7929509.74,175.0,175.0,45714.28571,19.4114169,-99.1739405
176,apartment,BenitoJuarez,0,4212551.97,108.0,108.0,39351.85185,19.3853063,-99.1521292
177,apartment,VenustianoCarranza,0,929514.56,48.0,48.0,19541.66667,19.414261,-99.104118
178,apartment,MiguelHidalgo,0,8293458.17,255.0,255.0,32820.26667,19.443152,-99.202733
179,apartment,AlvaroObregon,0,1387335.08,42.0,42.0,33333.33333,19.364996,-99.241523
181,apartment,Tlalpan,0,1039510.43,95.0,95.0,11042.10526,19.290953,-99.124863
182,apartment,AlvaroObregon,0,1238692.07,60.0,60.0,20833.33333,19.390806,-99.195413
183,house,Iztapalapa,0,1037528.39,154.0,154.0,6798.701299,19.336441,-99.010132
185,apartment,AlvaroObregon,0,6292556.14,168.0,168.0,37797.61905,19.3609784,-99.2084005
186,apartment,AlvaroObregon,0,4620921.74,146.0,100.0,46620.0,19.390806,-99.195413
187,house,Tlalpan,0,2948786.47,240.0,140.0,21250.0,19.2865191,-99.2283274
188,apartment,Cuauhtemoc,0,1387335.08,137.0,137.0,10218.9781,19.418048,-99.158527
190,apartment,MiguelHidalgo,0,9318923.92,288.0,288.0,32652.76042,19.443178,-99.20237
191,house,Tlalpan,0,2171674.92,130.0,130.0,16857.69231,19.281164,-99.20237
193,apartment,MiguelHidalgo,0,599526.95,70.0,70.0,8642.857143,19.405883,-99.183079
194,apartment,Azcapotzalco,0,805447.11,70.0,70.0,11611.42857,19.471896,-99.224024
195,apartment,Coyoacan,0,991188.57,63.0,63.0,15873.01587,19.309208,-99.171906
196,house,Iztapalapa,0,1387664.04,252.0,252.0,5555.555556,19.354297,-98.9978448
197,house,Coyoacan,0,4905220.87,260.0,260.0,19038.46154,19.306892,-99.105556
198,apartment,Coyoacan,0,896812.97,60.0,60.0,15083.33333,19.304501,-99.123121
199,apartment,BenitoJuarez,0,2965924.4,75.0,75.0,39906.66667,19.39365,-99.14769
200,apartment,Cuauhtemoc,0,4550459.46,64.0,64.0,71750.0,19.409369,-99.171906
201,apartment,BenitoJuarez,0,1248601.52,75.0,75.0,16800.0,19.36269,-99.150565
202,apartment,AlvaroObregon,0,4756577.86,150.0,150.0,32000.0,19.3392293,-99.2189838
204,apartment,GustavoAMadero,0,2477384.14,208.0,208.0,12019.23077,19.464712,-99.124872
205,apartment,Iztacalco,0,1683630.27,51.0,51.0,33313.72549,19.400097,-99.122093
206,apartment,BenitoJuarez,0,3121504.17,97.0,97.0,32474.2268,19.367025,-99.170349
207,apartment,Azcapotzalco,0,1441011.15,75.0,75.0,19388.88,19.484532,-99.207027
208,apartment,Tlalpan,0,1308058.76,65.0,65.0,20307.69231,19.278198,-99.200831
210,apartment,Iztacalco,0,715468.56,74.0,74.0,9756.756757,19.383251,-99.105499
211,apartment,Cuauhtemoc,0,979309.88,75.0,75.0,13176.66667,19.461871,-99.129227
212,apartment,Cuauhtemoc,0,1401208.42,60.0,60.0,23566.66667,19.422398,-99.167129
213,apartment,Cuauhtemoc,0,5451537.83,164.0,164.0,33536.58537,19.41498,-99.177444
214,apartment,Azcapotzalco,0,870017.63,52.0,52.0,16883.84615,19.484102,-99.18436
215,apartment,Coyoacan,0,1994858.47,63.0,63.0,31945.90476,19.303736,-99.163605
217,apartment,MiguelHidalgo,0,744537.1,75.0,75.0,10017.78667,19.453513,-99.210223
218,house,Tlalpan,0,3894448.13,400.0,400.0,9736.120325,19.3026056362,-99.2058026791
220,apartment,AlvaroObregon,0,3389061.67,120.0,120.0,28500.0,19.365766,-99.263112
221,apartment,VenustianoCarranza,0,653038.45,50.0,50.0,13180.0,19.439037,-99.119514
222,apartment,Coyoacan,0,748070.84,76.0,76.0,9932.894737,19.350214,-99.162146
224,house,AlvaroObregon,0,3032318.4,300.0,300.0,10200.0,19.367477,-99.222025
225,apartment,AlvaroObregon,0,891858.25,66.0,66.0,13636.36364,19.384327,-99.215523
226,apartment,Iztapalapa,0,653038.45,60.0,60.0,10983.33333,19.317698,-99.061256
227,apartment,Cuauhtemoc,0,2696054.96,100.0,100.0,27206.67,19.422201,-99.159447
228,apartment,Azcapotzalco,0,1288545.31,90.0,90.0,14444.44444,19.503195,-99.206723
229,house,Cuajimalpa,0,1189426.4,247.0,247.0,4858.299595,19.364245,-99.302638
230,apartment,Cuauhtemoc,0,4241281.95,74.0,74.0,57837.83784,19.405298,-99.164986
231,apartment,BenitoJuarez,0,3171803.93,95.0,95.0,33684.21053,19.3687777,-99.1897886
232,apartment,GustavoAMadero,0,644119.84,59.0,59.0,11016.94915,19.524143,-99.160149
233,apartment,Iztapalapa,0,596554.08,65.0,65.0,9261.538462,19.325608,-99.06112
234,apartment,VenustianoCarranza,0,587305.56,40.0,40.0,14816.675,19.457685,-99.121754
235,apartment,BenitoJuarez,0,2972861.16,100.0,100.0,30000.0,19.3677299,-99.1527773
236,apartment,AlvaroObregon,0,1611290.71,70.0,70.0,23228.57143,19.332149,-99.244008
237,apartment,Cuauhtemoc,0,9790254.21,243.0,243.0,40656.90535,19.420103,-99.171297
238,house,AlvaroObregon,0,1501333.59,148.0,148.0,10234.32432,19.352528,-99.217276
239,house,Azcapotzalco,0,3171051.78,320.0,320.0,10000.0,19.481972,-99.199944
241,apartment,Iztacalco,0,1684621.29,64.0,64.0,26562.5,19.410307,-99.065399
242,apartment,Coyoacan,0,1241628.26,540.0,540.0,2319.751852,19.334351,-99.11442
243,apartment,BenitoJuarez,0,4806125.47,112.0,112.0,43303.57143,19.403489,-99.156312
244,house,GustavoAMadero,0,1852092.36,204.0,204.0,9161.764706,19.515999,-99.155679
245,apartment,BenitoJuarez,0,1032573.67,60.0,60.0,17366.66667,19.379109,-99.187689
247,apartment,MiguelHidalgo,0,971134.57,85.0,85.0,11529.41176,19.452419,-99.175058
248,apartment,Tlalpan,0,1288239.68,50.0,50.0,26000.0,19.287188,-99.170525
249,apartment,Cuauhtemoc,0,4790702.12,83.0,83.0,57719.30265060241,19.4152179,-99.1790121
250,apartment,Azcapotzalco,0,831409.99,60.0,60.0,13983.33333,19.475187,-99.175019
251,house,GustavoAMadero,0,5372242.88,370.0,370.0,14648.64865,19.508795,-99.125714
252,apartment,MiguelHidalgo,0,9116774.3,100.0,100.0,92000.0,19.438042,-99.188619
253,apartment,BenitoJuarez,0,2269283.89,120.0,120.0,19083.33333,19.367931,-99.170262
254,apartment,BenitoJuarez,0,2675574.95,81.0,81.0,33333.33333,19.367424,-99.185753
255,apartment,Iztapalapa,0,1139596.67,101.0,101.0,11386.13861,19.314895,-99.09423
256,apartment,Tlalpan,0,874021.02,76.0,76.0,11605.26316,19.273716,-99.186416
257,apartment,BenitoJuarez,0,2632597.15,64.0,64.0,41500.0,19.365391,-99.18956
258,apartment,BenitoJuarez,0,1633091.64,75.0,75.0,21973.33333,19.396862,-99.172659
259,apartment,Iztapalapa,0,357941.36,43.0,43.0,8400.209302,19.346609,-99.072311
262,apartment,BenitoJuarez,0,3469160.49,106.0,106.0,33018.86792,19.3714480121,-99.149787426
263,house,MagdalenaContreras,0,2852720.36,294.0,294.0,9789.387755,19.307933,-99.240102
264,house,GustavoAMadero,0,2873765.76,250.0,250.0,11600.0,19.486041,-99.067297
267,apartment,Iztacalco,0,1028609.96,69.0,69.0,15043.47826,19.422243,-99.127305
268,apartment,Azcapotzalco,0,1417694.07,85.0,85.0,16831.01176,19.469418,-99.164299
269,apartment,BenitoJuarez,0,1780674.42,116.0,116.0,15490.77586,19.387782,-99.186194
270,apartment,MiguelHidalgo,0,5848013.48,60.0,60.0,98333.33333,19.411472,-99.188522
271,house,Coyoacan,0,2834799.62,300.0,300.0,9533.333333,19.311361,-99.109672
272,apartment,BenitoJuarez,0,8621297.28,213.0,213.0,40845.07042,19.388965,-99.171897
274,apartment,Xochimilco,0,1139866.94,53.0,53.0,21698.11321,19.262049,-99.1138
275,apartment,MiguelHidalgo,0,1129092.49,70.0,70.0,16277.14286,19.402944,-99.199727
277,apartment,BenitoJuarez,0,1022664.22,75.0,75.0,13760.0,19.379525,-99.188914
278,apartment,Coyoacan,0,1174280.1,70.0,70.0,16928.57143,19.346767,-99.123658
280,house,GustavoAMadero,0,1882811.91,204.0,204.0,9313.72549,19.515966,-99.15581
281,apartment,Cuauhtemoc,0,791772.02,23.0,23.0,34739.13043,19.451994,-99.128867
283,apartment,BenitoJuarez,0,1289261.35,55.0,55.0,23655.10909,19.384808,-99.137496
284,house,AlvaroObregon,0,6441199.16,420.0,325.0,20000.0,19.340202,-99.257774
285,apartment,MiguelHidalgo,0,2626027.34,75.0,75.0,35333.33333,19.45337,-99.181695
286,house,VenustianoCarranza,0,505386.27,52.0,52.0,9807.692308,19.455979,-99.122144
287,apartment,BenitoJuarez,0,3175808.45,63.0,63.0,50869.84127,19.397397,-99.155802
288,apartment,VenustianoCarranza,0,2214436.42,62.0,62.0,36034.22581,19.4306069,-99.0949899
289,apartment,AlvaroObregon,0,3148953.48,97.0,97.0,32759.79381,19.341894,-99.224525
290,house,GustavoAMadero,0,2724131.73,270.0,270.0,10181.48148,19.474582,-99.139835
294,apartment,Tlahuac,0,720423.29,50.0,50.0,14540.0,19.283388,-99.055038
295,apartment,Cuauhtemoc,0,3171051.78,100.0,100.0,32000.0,19.431629,-99.162762
297,apartment,MiguelHidalgo,0,3295841.66,115.0,115.0,28921.12174,19.428324,-99.176337
299,apartment,MiguelHidalgo,0,3667398.13,60.0,60.0,61666.66667,19.4445115,-99.1895493
301,apartment,MiguelHidalgo,0,5896174.53,94.0,94.0,63297.87234,19.429392,-99.181017
302,apartment,BenitoJuarez,0,8911777.82,157.0,157.0,57267.51592,19.394358,-99.177444
303,house,Coyoacan,0,1904613.03,150.0,150.0,12813.33333,19.358008,-99.127094
304,apartment,MiguelHidalgo,0,1028609.96,70.0,70.0,14828.57143,19.456145,-99.201167
305,apartment,Tlalpan,0,3366507.64,83.0,83.0,40560.33301204819,19.2998307,-99.1111526
306,apartment,Tlahuac,0,564843.51,62.0,62.0,9110.379193548388,19.2942374893,-99.0416193008
307,apartment,Iztacalco,0,887894.36,48.0,48.0,18666.66667,19.410307,-99.065399
308,apartment,BenitoJuarez,0,1784139.7,110.0,110.0,16363.63636,19.400785,-99.147419
309,apartment,Tlalpan,0,6143912.94,137.0,137.0,45255.47445,19.275206,-99.218292
310,apartment,BenitoJuarez,0,4398399.88,125.0,125.0,35500.0,19.394358,-99.177444
312,house,VenustianoCarranza,0,1902630.99,312.0,312.0,6153.846154,19.444992,-99.108269
314,apartment,AlvaroObregon,0,1425982.41,90.0,90.0,15988.88889,19.334546,-99.207876
315,apartment,BenitoJuarez,0,699702.34,85.0,85.0,8306.941176,19.370272,-99.149127
316,house,Cuauhtemoc,0,7729439.02,557.0,557.0,14003.59066,19.417539,-99.136296
317,house,GustavoAMadero,0,2279193.52,200.0,200.0,11500.0,19.516777,-99.160149
318,apartment,MiguelHidalgo,0,3171051.78,126.0,126.0,25396.8254,19.437841,-99.220367
319,apartment,Azcapotzalco,0,2081496.25,150.0,150.0,14000.0,19.48527,-99.200287
320,apartment,Coyoacan,0,511564.86,70.0,70.0,7374.785714,19.307417,-99.125191
322,house,GustavoAMadero,0,1769271.77,128.0,128.0,13945.3125,19.492686,-99.097877
323,apartment,BenitoJuarez,0,1693869.81,75.0,75.0,22791.10667,19.384808,-99.155339
324,house,Iztapalapa,0,1234029.82,148.0,148.0,8412.162162,19.359004,-99.092622
325,house,MiguelHidalgo,0,954110.06,100.0,100.0,9628.2,19.397059,-99.184501
326,apartment,Cuauhtemoc,0,4241281.95,75.0,75.0,57066.66667,19.409095,-99.163216
327,house,Tlalpan,0,2834127.6,160.0,160.0,17875.0,19.300714,-99.12215
328,house,Tlalpan,0,3676438.24,354.0,354.0,10480.22599,19.275756,-99.207832
329,apartment,Cuauhtemoc,0,6938320.98,165.0,165.0,42424.24242,19.4097609,-99.1686282
330,apartment,GustavoAMadero,0,1295176.44,51.0,51.0,25627.45098,19.473415,-99.143539
333,apartment,Cuauhtemoc,0,8274463.46,147.0,147.0,56802.72109,19.430132,-99.169144
334,house,Tlalpan,0,12389859.0,500.0,500.0,24779.718,19.2831289,-99.2217537
336,apartment,Cuauhtemoc,0,1033564.69,89.0,89.0,11719.10112,19.44673,-99.161695
337,apartment,BenitoJuarez,0,4262111.42,136.0,136.0,31617.64706,19.394358,-99.177444
338,house,Iztapalapa,0,3096730.37,518.0,518.0,6032.818533,19.337688,-99.059181
339,house,Cuajimalpa,0,1189144.46,180.0,180.0,6666.666667,19.364245,-99.302638
340,apartment,Coyoacan,0,9909537.15,293.0,293.0,34129.69283,19.354509,-99.149765
341,house,GustavoAMadero,0,1177532.09,106.0,106.0,11207.54717,19.469688,-99.085456
342,apartment,GustavoAMadero,0,2743708.74,82.0,82.0,33459.86268292683,19.5010872,-99.1230477
343,house,Xochimilco,0,3815171.81,263.0,263.0,14638.78327,19.28127,-99.132254
344,apartment,BenitoJuarez,0,2477971.72,100.0,100.0,25000.0,19.3898619,-99.1674138
345,apartment,Tlahuac,0,638174.09,60.0,60.0,10733.33333,19.302076,-99.049427
346,apartment,Cuajimalpa,0,10801395.59,212.0,212.0,51415.09434,19.392874,-99.264987
347,apartment,Azcapotzalco,0,1753987.98,69.0,69.0,25652.17391,19.472155,-99.161186
348,apartment,BenitoJuarez,0,2675574.95,55.0,55.0,49090.90909,19.372684,-99.183678
349,apartment,Cuauhtemoc,0,979934.32,52.0,52.0,19016.92308,19.456439,-99.144414
350,house,Coyoacan,0,1826327.54,89.0,89.0,20707.86517,19.350214,-99.162146
351,apartment,BenitoJuarez,0,1714349.82,200.0,200.0,8650.0,19.401507,-99.14682
354,apartment,BenitoJuarez,0,3071956.38,90.0,90.0,34444.44444,19.368475,-99.17952
355,apartment,AlvaroObregon,0,1031252.75,66.0,66.0,15767.68182,19.368823,-99.224603
356,apartment,Iztapalapa,0,1040748.03,98.0,98.0,10714.28571,19.3549174,-99.0993735
357,apartment,AlvaroObregon,0,4241395.55,65.0,65.0,65832.30769,19.358585,-99.185753
358,apartment,BenitoJuarez,0,2676209.55,119.0,119.0,22689.07563,19.3703820187,-99.1493282287
